,index,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
1522,58949,30167,Danny D'Souza,M,20.0,165.0,65.0,Seychelles,SEY,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,-13.36,-12.0,-4.78
1523,58996,30197,"Stephanus Johannes ""Fanie"" du Plessis",M,30.0,190.0,109.0,South Africa,RSA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,2.15,7.13,3.91
1524,59012,30207,Johan Du Preez,M,28.0,178.0,75.0,Zimbabwe,ZIM,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,2.44,4.87,4.2
1525,59030,30218,Duan Xiuquan,M,21.0,171.0,55.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,-7.46,-9.88,-3.7
1526,59131,30277,Didier Dubois,M,23.0,178.0,68.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,0,0,-4.49,-3.58,-0.71
1527,59197,30313,Vladimir Vladimirovich Dubrovshchik,M,24.0,191.0,115.0,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,Silver,1,0,-2.3,-0.67,-3.82
1528,59198,30313,Vladimir Vladimirovich Dubrovshchik,M,28.0,191.0,115.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,1,-4.4,-2.82,-1.31
1529,59207,30320,ric Dubus,M,30.0,186.0,72.0,France,FRA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,6.71,6.27,4.55
1530,59301,30369,"Mauro Vinicius Hilario Loureno ""Duda"" da Silva",M,21.0,183.0,69.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Long Jump,,0,0,-0.89,-8.89,-4.71
1531,59302,30369,"Mauro Vinicius Hilario Loureno ""Duda"" da Silva",M,25.0,183.0,69.0,Brazil,BRA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,-2.26,-7.71,-0.02
1532,59356,30402,Marian Andrzej Dudziak,M,23.0,181.0,81.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,1,5.44,10.87,-0.8
1533,59358,30402,Marian Andrzej Dudziak,M,27.0,181.0,81.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,1,5.57,10.25,2.54
1534,59468,30461,Jean-Pierre Dufresne,M,27.0,177.0,66.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.64,0.41,2.78
1535,59538,30495,Ihor Oleksiyovych Duhinets,M,24.0,196.0,100.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,,0,0,6.06,-8.56,-2.33
1536,59640,30551,"Charles Everett ""Charlie"" Dumas",M,23.0,185.0,81.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's High Jump,,0,1,-1.13,3.27,1.27
1537,59648,30559,Yury Eduardovich Dumchev,M,21.0,200.0,128.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,,0,0,10.06,19.44,-5.33
1538,59649,30559,Yury Eduardovich Dumchev,M,30.0,200.0,128.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,,0,0,8.17,13.86,2.34
1539,59806,30629,Richard Duncan,M,22.0,190.0,80.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,5.14,3.96,-3.39
1540,59807,30629,Richard Duncan,M,26.0,190.0,80.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,6.47,3.7,1.36
1541,59831,30642,"Leszek Ryszard ""Lech"" Dunecki",M,23.0,180.0,73.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,1,3.72,3.17,-0.83
1542,59889,30661,Fitzroy Junior Dunkley,M,23.0,195.0,79.0,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,,0,1,12.96,6.43,-1.08
1543,59910,30675,"Christopher Williams ""Chris"" Dunn",M,21.0,196.0,86.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,9.9,9.7,-2.2
1544,60157,30803,Adrian Kent Russell Durant,M,19.0,173.0,68.0,United States Virgin Islands,ISV,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-4.68,-6.48,-6.0
1545,60203,30829,Marcel Duriez,M,20.0,189.0,85.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,0,0,4.51,8.54,-3.97
1546,60204,30829,Marcel Duriez,M,24.0,189.0,85.0,France,FRA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,5.78,9.49,-0.73
1547,60205,30829,Marcel Duriez,M,28.0,189.0,85.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,5.61,9.68,2.84
1548,60217,30838,"Michael Kelvin ""Mike"" Durkin",M,23.0,178.0,66.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.45,-0.83,-0.48
1549,60384,30920,Werner Duttweiler,M,24.0,182.0,82.0,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,0,0,2.2,9.0,-0.73
1550,60401,30931,Thibaut Duval,M,21.0,185.0,76.0,Belgium,BEL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,0,0,-1.19,-4.78,-4.97
1551,60524,31001,Tom Dvok,M,24.0,186.0,90.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-0.78,11.54,-1.31
1552,60562,31019,"Patrick ""Pat"" Dwyer",M,22.0,186.0,81.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,3.85,6.85,-2.6
1553,60615,31040,Byron Alphonso Dyce,M,20.0,178.0,67.0,Jamaica,JAM,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.4,1.51,-3.49
1554,60617,31040,Byron Alphonso Dyce,M,24.0,178.0,67.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,-0.64,1.41,-0.22
1555,60654,31064,Maksim Sergeyevich Dyldin,M,21.0,175.0,68.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,-6.28,-5.81,-2.7
1556,60656,31064,Maksim Sergeyevich Dyldin,M,25.0,175.0,68.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,-6.41,-5.37,1.29
1557,60667,31068,Serhiy Dymchenko,M,33.0,203.0,80.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,,0,0,10.83,3.06,7.09
1558,60677,31073,Sergey Dyomin,M,20.0,183.0,77.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Pole Vault,,0,0,3.2,4.0,-4.73
1559,60702,31085,Juan Carlos Pablo Dyrzka,M,23.0,180.0,77.0,Argentina,ARG,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,0.51,5.08,-0.98
1560,60703,31085,Juan Carlos Pablo Dyrzka,M,23.0,180.0,77.0,Argentina,ARG,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.22,1.49,-1.73
1561,60705,31085,Juan Carlos Pablo Dyrzka,M,27.0,180.0,77.0,Argentina,ARG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,1.02,5.91,3.26
1562,60720,31097,Kenneth Dzekedzeke,M,19.0,185.0,76.0,Malawi,MAW,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,6.54,11.12,-5.7
1563,60761,31118,Iliya Dzhivondov,M,22.0,183.0,74.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,0.85,-0.15,-2.6
1564,60765,31120,Valentin Dzhonev,M,24.0,181.0,90.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,,0,0,-5.0,-7.25,-1.86
1565,60815,31148,Oliver Dziubak,M,22.0,197.0,101.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,0,0,8.7,3.7,-5.52
1566,60870,31179,"William Joseph ""Bill"" Earle",M,23.0,174.0,65.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,-1.56,-5.13,-0.8
1567,60887,31188,"Michael John ""Mike"" East",M,26.0,188.0,68.0,Great Britain,GBR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,0,0,8.79,2.53,1.32
1568,60932,31217,Jos Luis Ebatela Nvo,M,27.0,177.0,64.0,Equatorial Guinea,GEQ,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.22,-0.6,2.48
1569,60934,31219,Hailu Ebba,M,21.0,176.0,66.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,-2.64,0.41,-3.22
1570,61027,31267,Jun Ebina,M,21.0,179.0,72.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,0,0,-0.57,-0.24,-2.63
1571,61057,31278,Thomas Ebner,M,24.0,180.0,65.0,Austria,AUT,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,0.71,-0.73,-1.45
1572,61060,31281,Frdric Ebong-Salle,M,24.0,188.0,84.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,5.56,8.56,-0.15
1573,61130,31319,Gilles chevin,M,27.0,171.0,69.0,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,-5.23,-2.35,3.6
1574,61141,31328,"Daniel ""Danny"" Ecker",M,23.0,192.0,82.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,0,0,5.81,1.22,-2.97
1575,61142,31328,"Daniel ""Danny"" Ecker",M,27.0,192.0,82.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,0,0,6.13,1.96,0.62
1576,61143,31328,"Daniel ""Danny"" Ecker",M,31.0,192.0,82.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,,0,0,5.76,1.47,3.74
1577,61222,31363,Gary John Eddy,M,19.0,183.0,76.0,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,0,0,3.51,4.08,-4.98
1578,61325,31403,Tyrone Damien Edgar,M,26.0,183.0,84.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,4.64,7.0,1.22
1579,61349,31420,Werner Edler-Muhr,M,27.0,180.0,65.0,Austria,AUT,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,0.71,-0.73,1.55
1580,61358,31423,Rolf sten Edlund,M,25.0,181.0,84.0,Sweden,SWE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Discus Throw,,0,0,-6.85,-17.87,-1.09
1581,61408,31449,Claude Edorh,M,24.0,183.0,82.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.78,3.54,-1.31
1582,61456,31477,Darvin Edwards,M,25.0,185.0,86.0,Saint Lucia,LCA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,-7.89,8.94,-1.17
1583,61499,31497,"Michael ""Mike"" Edwards",M,23.0,189.0,81.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Pole Vault,,0,0,5.64,3.91,-1.91
1584,61500,31498,Norman Edwards,M,21.0,185.0,82.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,8.19,11.31,-2.09
1585,61502,31499,Paul Michael Edwards,M,29.0,186.0,133.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,,0,0,-4.57,11.71,1.24
1586,61503,31499,Paul Michael Edwards,M,33.0,186.0,133.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,-5.54,13.85,5.0
1587,61577,31527,Ilian Ananiev Efremov,M,30.0,191.0,90.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,0,0,4.81,9.22,4.03
1588,61578,31527,Ilian Ananiev Efremov,M,34.0,191.0,90.0,Bulgaria,BUL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,0,0,5.13,9.96,7.62
1589,61579,31527,Ilian Ananiev Efremov,M,38.0,191.0,90.0,Bulgaria,BUL,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,,0,0,4.76,9.47,10.74
1590,61581,31529,Kristijan Efremov,M,21.0,184.0,72.0,Macedonia,MKD,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,2.59,-1.37,-2.71
1591,61620,31552,Innocent Ejima Egbunike,M,22.0,174.0,65.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-5.34,-5.8,-1.93
1592,61622,31552,Innocent Ejima Egbunike,M,26.0,174.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,1,-4.96,-5.7,1.93
1593,61624,31552,Innocent Ejima Egbunike,M,30.0,174.0,65.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres,,0,1,-6.98,-6.78,5.7
1594,61693,31578,Jean-Pierre Egger,M,32.0,192.0,125.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Shot Put,,0,0,-0.91,-1.76,4.96
1595,61694,31578,Jean-Pierre Egger,M,36.0,192.0,125.0,Switzerland,SUI,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,,0,0,1.12,0.59,7.62
1596,61708,31588,Harald Eggers,M,26.0,172.0,62.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,0,0,-3.43,-8.75,1.54
1597,61776,31629,Ogho-Ogene Omano Egwero,M,23.0,171.0,72.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,0,0,-6.49,-2.08,-1.41
1598,61777,31629,Ogho-Ogene Omano Egwero,M,27.0,171.0,72.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-6.06,-2.42,1.33
1599,61778,31630,Anthony Egwunyenga,M,25.0,171.0,63.0,Nigeria,NGR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,-7.98,-8.09,1.26
1600,61797,31636,Klaus Johannes Ehl,M,23.0,188.0,77.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,1,11.81,7.34,-0.69
1601,61989,31738,"Sigurur ""Siggi"" Einarsson",M,21.0,188.0,100.0,Iceland,ISL,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,,0,0,3.32,8.39,-4.75
1602,61990,31738,"Sigurur ""Siggi"" Einarsson",M,25.0,188.0,100.0,Iceland,ISL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,1.16,4.04,-1.62
1603,61991,31738,"Sigurur ""Siggi"" Einarsson",M,29.0,188.0,100.0,Iceland,ISL,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,0,0,-0.12,3.16,2.84
1604,61994,31740,Vilhjlmur Einarsson,M,26.0,184.0,82.0,Iceland,ISL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,0,1,4.43,9.76,2.37
1605,62216,31854,Nils Gunnar Ekman,M,29.0,191.0,75.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,12.36,9.41,4.78
1606,62293,31890,Hicham El Guerrouj,M,21.0,176.0,58.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,-3.29,-7.73,-4.45
1607,62294,31890,Hicham El Guerrouj,M,25.0,176.0,58.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",Silver,1,0,-2.22,-6.6,0.48
1608,62295,31890,Hicham El Guerrouj,M,29.0,176.0,58.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",Gold,1,1,-3.21,-7.47,4.32
1609,62368,31940,Rachid El-Basir,M,23.0,180.0,61.0,Morocco,MAR,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",Silver,1,0,2.43,-2.33,-1.57
1610,62369,31940,Rachid El-Basir,M,27.0,180.0,61.0,Morocco,MAR,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,1,0.71,-4.73,1.55
1611,62465,31989,Omar Ahmed Abdel Latif El-Ghazaly,M,20.0,196.0,120.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,,0,0,1.74,0.38,-8.56
1612,62466,31989,Omar Ahmed Abdel Latif El-Ghazaly,M,24.0,196.0,120.0,Egypt,EGY,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,0.62,2.05,-3.24
1613,62467,31989,Omar Ahmed Abdel Latif El-Ghazaly,M,28.0,196.0,120.0,Egypt,EGY,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,0,1.73,1.51,-0.34
1614,62469,31991,El-Mehdi El-Ghazouani,M,24.0,182.0,78.0,Morocco,MAR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,0,0,-1.53,1.7,-0.64
1615,62535,32023,Hafez El-Hussein,M,29.0,180.0,90.0,Syria,SYR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,0,0,-6.84,-5.96,2.38
1616,62550,32032,Salem El-Jisr,M,28.0,189.0,120.0,Lebanon,LIB,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,,0,0,0.17,11.26,3.13
1617,62551,32033,Fouad El-Kaam,M,28.0,188.0,70.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",,0,0,9.64,5.49,2.64
1618,62555,32036,Mahmoud El-Kalboussi,M,23.0,185.0,65.0,Tunisia,TUN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,6.54,0.12,-1.7
1619,62571,32045,Hassan El-Kashief,M,28.0,175.0,68.0,Sudan,SUD,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-4.34,-2.8,4.07
1620,62641,32093,Jidou Ould Khaye El-Moctar,M,31.0,171.0,72.0,Mauritania,MTN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-6.06,-2.42,5.33
1621,62777,32182,Hamdan El-Tayeb,M,26.0,175.0,69.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,-1.26,-1.4,3.19
1622,62806,32198,Ali Zayed Mabrouk El-Zaidi,M,22.0,169.0,60.0,Libya,LBA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0,0,-10.29,-5.73,-3.45
1623,62841,32217,Kenth Enar Eldebrink,M,29.0,190.0,95.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,Bronze,1,0,5.32,3.39,3.25
1624,62880,32230,"Olukayode ""Kayode"" Elegbede",M,24.0,178.0,71.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,-1.87,-2.43,0.03
1625,62895,32239,Franck Dannique Elemba Owaka,M,26.0,198.0,130.0,Congo (Brazzaville),CGO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,0,0,5.3,1.42,-0.67
1626,62896,32240,Henri Elend,M,22.0,177.0,69.0,Congo (Brazzaville),CGO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,0,0,-8.96,-9.22,-0.48
1627,62949,32267,Jos Luis Elias,M,25.0,180.0,67.0,Peru,PER,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,3.72,-2.83,1.17
1628,62979,32282,Isaac Elie,M,31.0,185.0,65.0,Sudan,SUD,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.51,-11.46,7.03
1629,63005,32297,Alexis Elizalde Estvez,M,28.0,192.0,118.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,-1.3,2.33,0.18
1630,63006,32297,Alexis Elizalde Estvez,M,32.0,192.0,118.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,-3.4,0.18,2.69
1631,63019,32305,Edis Elkasevi,M,21.0,198.0,118.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,5.51,-9.67,-6.0
1632,63064,32328,James Lee Ellington,M,30.0,179.0,81.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,1.94,6.58,4.33
1633,63087,32338,Henry Junior Elliott,M,22.0,175.0,77.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,0,0,-11.32,-1.53,-0.5
1634,63088,32338,Henry Junior Elliott,M,26.0,175.0,77.0,France,FRA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's High Jump,,0,0,-11.1,0.7,2.8
1635,63089,32339,"Herbert James ""Herb"" Elliott",M,22.0,181.0,68.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",Gold,1,0,3.47,1.68,-2.61
1636,63116,32352,Peter Elliott,M,25.0,181.0,67.0,Great Britain,GBR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Silver,1,0,2.54,2.12,0.3
