,index,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,MedalEarned,PreviousMedals,Height_div_avg,Weight_div_avg,Age_div_avg
3803,164669,82698,Osbourne Moxey,M,25.0,180.0,78.0,Bahamas,BAH,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,,0,0,-3.28,1.97,-0.52
3804,164706,82709,Roberto Saturnino Moya Sandoval,M,27.0,196.0,120.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,Bronze,1,0,2.59,6.44,-0.75
3805,164707,82709,Roberto Saturnino Moya Sandoval,M,31.0,196.0,120.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,1,2.7,4.33,3.18
3806,164710,82712,Vctor Rafael Moya Carvajal,M,29.0,196.0,80.0,Cuba,CUB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,,0,0,3.11,2.94,2.83
3807,164751,82737,Stephen Ogochukwu Ogochukwu Mozia,M,22.0,191.0,124.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,0,0,-1.7,-4.58,-4.67
3808,164914,82815,Isaiah Msibi,M,24.0,170.0,62.0,Swaziland,SWZ,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,-6.26,-0.8,-1.13
3809,164916,82817,William Msiska,M,24.0,174.0,69.0,Malawi,MAW,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,0,0,-3.97,-1.66,-0.16
3810,164937,82834,Mubarak Ata Mubarak,M,18.0,175.0,67.0,Saudi Arabia,KSA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-10.4,-12.56,-7.74
3811,164939,82834,Mubarak Ata Mubarak,M,22.0,175.0,67.0,Saudi Arabia,KSA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-11.13,-13.53,-3.23
3812,164940,82835,Bilal Saad Mubarak,M,19.0,188.0,130.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Shot Put,,0,0,-3.54,10.85,-9.0
3813,164941,82835,Bilal Saad Mubarak,M,23.0,188.0,130.0,Qatar,QAT,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Shot Put,,0,0,-2.43,7.97,-4.37
3814,164942,82835,Bilal Saad Mubarak,M,27.0,188.0,130.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,,0,0,-3.68,4.57,-0.78
3815,164943,82836,Ishtiaq Ahmad. Mubarak Ahmad,M,20.0,184.0,66.0,Malaysia,MAS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.61,-9.32,-5.16
3816,164944,82836,Ishtiaq Ahmad. Mubarak Ahmad,M,24.0,184.0,66.0,Malaysia,MAS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-1.39,-9.87,0.24
3817,164945,82836,Ishtiaq Ahmad. Mubarak Ahmad,M,28.0,184.0,66.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-0.29,-10.54,2.83
3818,164949,82839,Naji Abdullah Mubarak,M,20.0,182.0,72.0,Kuwait,KUW,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-3.25,-4.46,-3.33
3819,165216,82968,Phillip Mukomana,M,26.0,188.0,80.0,Zimbabwe,ZIM,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,0,0,5.85,5.85,1.4
3820,165224,82970,Larmeck Mukonde,M,27.0,168.0,68.0,Zambia,ZAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,-8.19,-1.66,3.31
3821,165230,82976,Nedad Mulabegovi,M,23.0,190.0,120.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,0,0,-2.49,-7.67,-4.0
3822,165231,82976,Nedad Mulabegovi,M,27.0,190.0,120.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,0,-0.64,-4.86,-0.43
3823,165232,82976,Nedad Mulabegovi,M,31.0,190.0,120.0,Croatia,CRO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,,0,0,-1.35,-6.8,2.77
3824,165373,83061,Filipo Muller,M,18.0,167.0,65.0,Tonga,TGA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-10.68,-9.48,-7.0
3825,165395,83078,Heinz Mller,M,24.0,172.0,69.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,-4.26,-1.4,1.19
3826,165404,83080,Helmar Mller,M,29.0,180.0,74.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,1.02,2.91,5.26
3827,165568,83163,Wolfgang Mller,M,25.0,180.0,69.0,East Germany,GDR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,1.02,-2.09,1.26
3828,165577,83166,Wolfram Mller,M,23.0,191.0,68.0,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,0,0,11.79,2.53,-1.68
3829,165631,83189,"Joseph C. ""Joe"" Mullins",M,22.0,183.0,70.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 1,500 metres",,0,0,5.47,3.68,-2.61
3830,165682,83217,Vincent Mumo Kiilu,M,22.0,163.0,56.0,Kenya,KEN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,,0,0,-17.77,-16.9,-2.11
3831,165683,83217,Vincent Mumo Kiilu,M,26.0,163.0,56.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,,0,0,-18.28,-17.81,2.3
3832,165758,83256,Markus Mnch,M,26.0,207.0,130.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,0,0,12.73,11.51,-2.34
3833,165840,83305,Thomas Munkelt,M,23.0,185.0,80.0,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.71,3.46,-2.17
3834,165841,83305,Thomas Munkelt,M,27.0,185.0,80.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 110 metres Hurdles,Gold,1,0,-1.7,0.3,2.2
3835,165907,83328,Hugo Muoz Llerena,M,23.0,188.0,73.0,Peru,PER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,0,0,-1.81,-2.27,-1.78
3836,165908,83328,Hugo Muoz Llerena,M,27.0,188.0,73.0,Peru,PER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,,0,0,-4.17,-3.94,1.09
3837,166032,83380,Francis Fanello Munthali,M,27.0,170.0,58.0,Malawi,MAW,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,0,0,-8.22,-6.6,2.48
3838,166063,83404,Lloyd Murad,M,27.0,176.0,73.0,Venezuela,VEN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,-0.26,2.6,4.19
3839,166066,83404,Lloyd Murad,M,31.0,176.0,73.0,Venezuela,VEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,0.44,2.87,7.2
3840,166090,83421,Yukifumi Murakami,M,24.0,186.0,93.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,0,0,-2.3,-4.3,-3.52
3841,166091,83421,Yukifumi Murakami,M,28.0,186.0,93.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Javelin Throw,,0,0,-2.89,-2.32,3.0
3842,166092,83421,Yukifumi Murakami,M,32.0,186.0,93.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,0,0,-1.52,-1.8,6.16
3843,166109,83431,Jnos Murnyi,M,28.0,188.0,107.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Discus Throw,,0,0,-2.07,-5.43,-0.28
3844,166172,83453,Vladimir Pavlovich Muravyov,M,20.0,178.0,74.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,1.72,4.17,-3.83
3845,166180,83457,John Herman Muray,M,22.0,163.0,58.0,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-14.79,-15.77,-2.61
3846,166304,83520,"Francis ""Frank"" Murphy",M,21.0,183.0,70.0,Ireland,IRL,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 1,500 metres",,0,0,4.6,4.51,-2.49
3847,166306,83520,"Francis ""Frank"" Murphy",M,25.0,183.0,70.0,Ireland,IRL,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,0,0,4.36,4.41,0.78
3848,166335,83540,Miles Murphy,M,21.0,185.0,75.0,Australia,AUS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,6.04,4.3,-3.07
3849,166402,83575,Godfrey Murray,M,22.0,180.0,80.0,Jamaica,JAM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-5.39,4.13,-1.76
3850,166456,83607,"Marcus Paul ""Mark"" Murro",M,19.0,183.0,98.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Javelin Throw,,0,0,0.5,11.75,-7.31
3851,166500,83632,Khaled Ahmed Musa,M,19.0,165.0,69.0,Sudan,SUD,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Long Jump,,0,0,-15.9,-4.46,-5.02
3852,166517,83642,Archfell Musango,M,21.0,176.0,69.0,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,0,0,-2.22,4.75,-2.72
3853,166520,83642,Archfell Musango,M,25.0,176.0,69.0,Zambia,ZAM,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.75,4.18,1.15
3854,166625,83697,Enock Musonda,M,22.0,164.0,55.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0,0,-14.96,-15.7,-2.07
3855,166666,83718,Erkki Juhani Mustakari,M,22.0,187.0,62.0,Finland,FIN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Pole Vault,,0,0,4.96,-11.74,-2.39
3856,166670,83721,Dragan Mustapi,M,29.0,196.0,123.0,Bosnia and Herzegovina,BIH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,0,0,2.59,9.44,1.25
3857,166671,83721,Dragan Mustapi,M,33.0,196.0,123.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Discus Throw,,0,0,2.7,7.33,5.18
3858,166672,83721,Dragan Mustapi,M,37.0,196.0,123.0,Croatia,CRO,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Discus Throw,,0,0,0.6,5.18,7.69
3859,166673,83721,Dragan Mustapi,M,41.0,196.0,123.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Discus Throw,,0,0,1.74,3.38,12.44
3860,166674,83722,Ivan Mustapi,M,26.0,196.0,112.0,Croatia,CRO,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,0,0,7.88,15.16,-0.16
3861,166757,83767,Kaleka Mutoke,M,26.0,176.0,65.0,Congo (Kinshasa),COD,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-1.57,1.67,1.43
3862,166781,83779,Fabian Kabwe Muyaba,M,17.0,178.0,68.0,Zimbabwe,ZIM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,0.77,-4.29,-6.9
3863,166783,83779,Fabian Kabwe Muyaba,M,21.0,178.0,68.0,Zimbabwe,ZIM,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,-0.33,-6.05,-3.59
3864,166807,83796,Roman Stanisaw Muzyk,M,22.0,187.0,83.0,Poland,POL,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 110 metres Hurdles,,0,0,2.51,6.54,-1.97
3865,166816,83805,Gabriel Mvumvure,M,28.0,170.0,70.0,Zimbabwe,ZIM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,0,0,-7.06,-4.42,2.33
3866,166856,83834,Agripa Mwausegha,M,28.0,174.0,66.0,Malawi,MAW,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres,,0,0,-5.34,-4.8,4.07
3867,166857,83835,John M. Mwebi,M,22.0,170.0,63.0,Kenya,KEN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,-6.19,-6.66,-1.69
3868,166872,83847,Viktor Nikolayevich Myasnikov,M,23.0,186.0,82.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,0.61,6.13,-0.76
3869,166873,83847,Viktor Nikolayevich Myasnikov,M,27.0,186.0,82.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 110 metres Hurdles,,0,0,1.71,5.46,1.83
3870,166913,83865,Carl Andrew Myerscough,M,32.0,208.0,160.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Shot Put,,0,0,16.65,33.2,3.77
3871,166970,83891,Povilas Mykolaitis,M,29.0,187.0,81.0,Lithuania,LTU,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Long Jump,,0,0,1.74,4.29,3.98
3872,166981,83897,John Myles-Mills,M,22.0,180.0,68.0,Ghana,GHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,2.77,-4.29,-1.9
3873,166984,83897,John Myles-Mills,M,26.0,180.0,68.0,Ghana,GHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,1.67,-6.05,1.41
3874,166986,83898,"Leonard ""Leo"" Myles-Mills",M,27.0,175.0,70.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,-2.79,-3.77,2.39
3875,166988,83898,"Leonard ""Leo"" Myles-Mills",M,30.0,175.0,70.0,Ghana,GHA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-2.68,-4.48,5.0
3876,167037,83925,"Lawrence Ellwyne ""Larry"" Myricks",M,20.0,186.0,82.0,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,0,0,4.35,8.74,-3.87
3877,167038,83925,"Lawrence Ellwyne ""Larry"" Myricks",M,28.0,186.0,82.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,,0,0,5.25,8.96,4.11
3878,167039,83925,"Lawrence Ellwyne ""Larry"" Myricks",M,32.0,186.0,82.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,Bronze,1,0,3.56,6.56,7.85
3879,167100,83951,Neville F. Myton,M,18.0,180.0,69.0,Jamaica,JAM,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,0,0,1.79,1.31,-6.62
3880,167180,83991,Dmitry Sergeyevich Nabokov,M,20.0,186.0,69.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,0,0,-6.19,-6.74,-5.7
3881,167247,84019,Lubomr Ndenek,M,21.0,176.0,67.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-7.39,-8.32,-4.16
3882,167248,84019,Lubomr Ndenek,M,25.0,176.0,67.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-9.39,-8.87,1.24
3883,167430,84116,Gerd Nagel,M,26.0,188.0,74.0,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,0,0,-1.28,-1.1,2.93
3884,167457,84129,Iosif Naghi,M,29.0,180.0,99.0,Romania,ROU,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Discus Throw,,0,0,-10.67,-15.8,0.8
3885,167458,84129,Iosif Naghi,M,33.0,180.0,99.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Discus Throw,,0,0,-9.94,-9.56,6.67
3886,167478,84141,Mohamed Hamed Naguib,M,21.0,198.0,125.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Discus Throw,,0,0,7.65,10.95,-5.7
3887,167479,84141,Mohamed Hamed Naguib,M,26.0,198.0,125.0,Egypt,EGY,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,,0,0,6.17,10.86,-1.66
3888,167516,84164,Istvn Nagy,M,21.0,176.0,70.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,-0.28,0.17,-2.83
3889,167580,84196,Zsigmond Nagy,M,23.0,180.0,99.0,Hungary,HUN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Shot Put,,0,0,-8.83,-9.74,-1.87
3890,167581,84196,Zsigmond Nagy,M,27.0,180.0,99.0,Hungary,HUN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Shot Put,,0,0,-10.05,-12.86,0.86
3891,167614,84211,Nai Hui-Fang,M,19.0,178.0,75.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Long Jump,,0,0,-4.44,-0.44,-5.15
3892,167616,84211,Nai Hui-Fang,M,27.0,178.0,75.0,Chinese Taipei,TPE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,-6.86,-1.04,1.61
3893,167638,84222,Khemraj Nako,M,19.0,192.0,80.0,Mauritius,MRI,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's High Jump,,0,0,2.02,5.36,-4.62
3894,167639,84222,Khemraj Nako,M,23.0,192.0,80.0,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's High Jump,,0,0,2.19,4.73,-1.78
3895,167663,84236,Masato Naito,M,24.0,185.0,75.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-1.13,-5.53,-1.23
3896,167664,84236,Masato Naito,M,28.0,185.0,75.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-2.38,-5.36,2.43
3897,167669,84240,"Jovesa Seuseu ""Joe"" Naivalu",M,18.0,193.0,63.0,Fiji,FIJ,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,0,0,6.22,-15.46,-7.31
3898,167845,84334,Kelsey Nakanelua,M,33.0,178.0,79.0,American Samoa,ASA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,0,0,0.21,5.23,8.39
3899,167846,84334,Kelsey Nakanelua,M,37.0,178.0,79.0,American Samoa,ASA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,0.32,4.52,12.0
3900,167935,84379,Katsuhiko Nakaya,M,23.0,178.0,70.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,1.72,0.17,-0.83
3901,167937,84379,Katsuhiko Nakaya,M,27.0,178.0,70.0,Brazil,BRA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,1.19,-0.69,3.91
3902,168030,84421,Jean-Claude Nallet,M,21.0,187.0,85.0,France,FRA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,,0,0,8.02,13.91,-2.74
3903,168256,84546,Juha Matti Nrhi,M,28.0,188.0,100.0,Finland,FIN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Javelin Throw,,0,0,-0.3,2.7,0.48
3904,168257,84547,Kakianako Nariki,M,21.0,165.0,70.0,Kiribati,KIR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,-12.68,-4.48,-4.0
3905,168285,84564,Paul Andrew Narracott,M,24.0,182.0,72.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,5.19,1.31,0.91
3906,168289,84566,Oleksandr Anatoliyovych Nartov,M,20.0,182.0,69.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,,0,0,-9.6,-7.1,-4.93
3907,168334,84585,Yazaldes Valdemar Nascimento Alfonso,M,18.0,182.0,63.0,Sao Tome and Principe,STP,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,4.32,-11.48,-7.0
3908,168360,84602,Marvin Nash,M,22.0,180.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,3.77,-1.35,-1.4
3909,168417,84639,Awad Salah Nasser,M,16.0,168.0,60.0,Yemen,YEM,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,0,0,-9.57,-3.33,-8.57
3910,168418,84640,Haidar Nasser Abdul Shaheed,M,27.0,185.0,95.0,Iraq,IRQ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Discus Throw,,0,0,-10.38,-22.95,-0.24
3911,168596,84733,Yury Naumkin,M,27.0,180.0,71.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,,0,0,-4.86,-5.04,1.61
3912,168613,84745,Eduardo Nava Alcantara,M,20.0,180.0,70.0,Mexico,MEX,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,2.77,-2.29,-3.9
3913,168618,84747,Goran Nava,M,27.0,180.0,71.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",,0,0,3.74,8.2,1.87
3914,168627,84752,Farhan Navab,M,16.0,177.0,67.0,Iran,IRI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,0,0,0.81,-2.66,-7.69
3915,168726,84804,Rabangaki Nawai,M,23.0,178.0,83.0,Kiribati,KIR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,-0.36,6.0,-1.78
3916,168731,84806,Muhammad Nawaz,M,36.0,179.0,88.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,0,0,-4.07,1.74,10.63
3917,168778,84834,Mark Naylor,M,22.0,186.0,78.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,0,0,-3.79,-0.14,0.24
3918,168779,84834,Mark Naylor,M,26.0,186.0,78.0,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's High Jump,,0,0,-3.28,2.9,2.93
3919,168792,84844,Franklin Andrs Nazareno Macas,M,21.0,179.0,85.0,Ecuador,ECU,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,0.64,8.0,-3.78
3920,168878,84879,Samuel Nchinda-Kaya,M,21.0,180.0,82.0,Cameroon,CMR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,2.77,9.71,-2.9
3921,168880,84879,Samuel Nchinda-Kaya,M,25.0,180.0,82.0,Cameroon,CMR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,0,0,1.67,7.95,0.41
3922,168891,84884,Momar N'Dao,M,27.0,177.0,75.0,Senegal,SEN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,0,0,0.77,3.65,3.6
3923,168893,84884,Momar N'Dao,M,31.0,177.0,75.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,0,0,0.72,5.17,7.17
3924,168895,84885,Abdoulaye N'Diaye,M,23.0,163.0,63.0,Senegal,SEN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,0,0,-12.56,-7.13,-0.8
3925,168903,84889,"Amadou ""Doudou"" N'Diaye",M,29.0,173.0,70.0,Senegal,SEN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,-6.87,-3.43,5.03
3926,168940,84912,Eric N'Dri Pacome,M,26.0,185.0,83.0,Cote d'Ivoire,CIV,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,0,0,7.32,8.52,1.0
3927,168946,84914,Eulucane Ndagijimana,M,27.0,172.0,68.0,Rwanda,RWA,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0,0,-6.46,3.12,2.3
3928,168968,84932,Henri Ndinga,M,23.0,176.0,68.0,Congo (Brazzaville),CGO,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,0,0,-0.81,-2.69,-0.09
3929,168970,84932,Henri Ndinga,M,27.0,176.0,68.0,Congo (Brazzaville),CGO,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,0,0,-1.23,-4.29,3.1
3930,168983,84940,Reginaldo Micha Ndong,M,21.0,165.0,76.0,Equatorial Guinea,GEQ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,0,0,-13.36,-1.0,-3.78
3931,168992,84947,Fidelis Ndyabagye,M,30.0,169.0,73.0,Uganda,UGA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Long Jump,,0,0,-10.87,-0.43,6.03
3932,169149,85030,"Timothy ""Tim"" Nedow",M,25.0,195.0,140.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,,0,0,2.3,11.42,-1.67
3933,169241,85078,Roba Negousse,M,23.0,168.0,61.0,Ethiopia,ETH,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,0,0,-8.26,-9.4,0.19
3934,169422,85178,Bryshon Lorenzo Nellum,M,23.0,183.0,80.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,0,0,1.59,6.63,-0.71
3935,169431,85183,Adam McCright Nelson,M,25.0,183.0,120.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Shot Put,Silver,1,0,-8.68,-5.43,-2.78
3936,169432,85183,Adam McCright Nelson,M,29.0,183.0,120.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,Gold,1,1,-9.49,-7.67,2.0
3937,169433,85183,Adam McCright Nelson,M,33.0,183.0,120.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,0,2,-7.64,-4.86,5.57
3938,169496,85214,"Anthony ""Tony"" Nelson",M,21.0,183.0,79.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,,0,0,-2.39,3.13,-2.76
