,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height_div_avg,Weight_div_avg,Age_div_avg,MedalEarned
264969,132580,Alphonse Yanghat,M,15.0,178.0,68.0,Congo (Brazzaville),CGO,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,-1.02,-4.84,-10.23,0
264995,132598,Petko Petrov Yankov,M,22.0,185.0,70.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,3.51,-6.45,-4.03,0
264996,132598,Petko Petrov Yankov,M,22.0,185.0,70.0,Bulgaria,BUL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,3.51,-6.45,-4.03,0
265001,132601,Razvigor Yankov,M,26.0,188.0,90.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,,8.5,17.93,1.14,0
265030,132622,Yao Jie,M,25.0,188.0,85.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,7.1,10.52,-1.61,0
265054,132637,"Jin Wei ""Timothee"" Yap",M,21.0,178.0,66.0,Singapore,SGP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,,-2.9,-8.48,-5.61,0
265059,132640,Yaqoob Salem Eid Yaqoob,M,20.0,175.0,65.0,Bahrain,BRN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,,-5.9,-9.48,-6.61,0
265061,132641,Muhammad Yaqub,M,34.0,178.0,68.0,Pakistan,PAK,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres Hurdles,,-0.47,-4.44,8.95,0
265068,132646,Harold Malcolm Yardley,M,19.0,170.0,65.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,-8.47,-7.44,-6.05,0
265069,132646,Harold Malcolm Yardley,M,19.0,170.0,65.0,Great Britain,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,-8.47,-7.44,-6.05,0
265081,132654,Anatoliy Petrovych Yarosh,M,27.0,191.0,130.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Shot Put,,11.5,57.93,2.14,0
265124,132677,Viktor Anatoliyovych Yastrebov,M,22.0,186.0,76.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,4.38,-0.88,-4.17,0
265125,132677,Viktor Anatoliyovych Yastrebov,M,26.0,186.0,76.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,,4.43,-0.73,-0.18,0
265127,132679,Hirokazu Yasuda,M,28.0,172.0,66.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 110 metres Hurdles,,-6.55,-6.46,2.7,0
265130,132682,Noriaki Yasuda,M,24.0,171.0,73.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Pole Vault,,-7.47,0.56,-1.05,0
265137,132687,Yukishige Yasuma,M,22.0,167.0,51.0,Japan,JPN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,,-11.47,-21.44,-3.05,0
265151,132697,"Matthew Stewart ""Matt"" Yates",M,23.0,190.0,70.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 1,500 metres",,9.68,-3.85,-2.6,0
265192,132712,Samuela Yavala,M,25.0,173.0,69.0,Fiji,FIJ,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,,-6.02,-3.84,-0.23,0
265194,132714,Mesut Yava,M,22.0,185.0,81.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,,3.51,4.55,-4.03,0
265197,132717,Xolile Yawa,M,29.0,169.0,50.0,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",,-11.32,-23.85,3.4,0
265200,132720,Terap Adoum Yaya,M,17.0,185.0,70.0,Chad,CHA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,,4.68,-3.85,-8.6,0
265201,132720,Terap Adoum Yaya,M,21.0,185.0,70.0,Chad,CHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,,3.94,-5.31,-4.95,0
265211,132726,Wataru Yazawa,M,25.0,178.0,62.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,,-2.9,-12.48,-1.61,0
265214,132728,Ibrahim Yazdan Panah Barughi,M,26.0,173.0,68.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 800 metres,,-5.55,-4.46,0.7,0
265215,132728,Ibrahim Yazdan Panah Barughi,M,26.0,173.0,68.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 1,500 metres",,-5.55,-4.46,0.7,0
265279,132762,Boris Yefimov,M,25.0,175.0,65.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 5,000 metres",,-3.47,-7.44,-0.05,0
265308,132774,Alfred Kirwa Yego,M,21.0,175.0,56.0,Kenya,KEN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 800 metres,Bronze,-6.57,-20.73,-5.18,1
265309,132775,Gideon Kipkemei Yego,M,28.0,178.0,65.0,Kenya,KEN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,,-1.68,-8.07,2.7,0
265310,132775,Gideon Kipkemei Yego,M,32.0,178.0,65.0,Kenya,KEN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,-2.32,-8.85,6.4,0
265311,132776,Julius Kiplagat Yego,M,23.0,175.0,94.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Javelin Throw,,-6.84,17.13,-3.29,0
265312,132776,Julius Kiplagat Yego,M,27.0,175.0,94.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Silver,-5.9,19.52,0.39,1
265313,132777,Samson Yego Kipchirchir,M,24.0,175.0,54.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,-6.06,-21.31,-1.95,0
265314,132777,Samson Yego Kipchirchir,M,29.0,175.0,54.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,-6.49,-22.45,2.97,0
265328,132785,Grigory Aleksandrovich Yegorov,M,21.0,185.0,75.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Pole Vault,Bronze,5.32,1.93,-4.3,1
265329,132785,Grigory Aleksandrovich Yegorov,M,37.0,185.0,75.0,Kazakhstan,KAZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,3.38,-1.88,10.83,0
265455,132839,Mounir Yemmouni,M,20.0,187.0,67.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 1,500 metres",,5.38,-9.88,-6.17,0
265471,132852,"Foo Ee ""Gary"" Yeo",M,25.0,171.0,64.0,Singapore,SGP,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,-10.84,-12.87,-1.29,0
265517,132857,Yeo Kian Chye,M,28.0,168.0,60.0,Singapore,SGP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 100 metres,,-11.02,-12.84,2.77,0
265518,132857,Yeo Kian Chye,M,28.0,168.0,60.0,Singapore,SGP,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,,-11.02,-12.84,2.77,0
265537,132868,Andrey Sergeyevich Yepishin,M,23.0,178.0,82.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 100 metres,,-3.62,5.12,-3.17,0
265538,132868,Andrey Sergeyevich Yepishin,M,23.0,178.0,82.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,,-3.62,5.12,-3.17,0
265539,132868,Andrey Sergeyevich Yepishin,M,27.0,178.0,82.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 100 metres,,-3.57,5.27,0.82,0
265542,132871,Ruslan Volodymyrovych Yeremenko,M,26.0,193.0,80.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,11.38,3.12,-0.17,0
265586,132887,"John Lloyd ""Jack"" Yerman",M,21.0,183.0,81.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,4.53,8.56,-4.05,0
265587,132887,"John Lloyd ""Jack"" Yerman",M,21.0,183.0,81.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,4.53,8.56,-4.05,1
265600,132898,Igor Nikolayevich Yerokhin,M,26.0,166.0,56.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,-15.84,-20.87,-0.29,0
265602,132900,Nikolay Yeroshenko,M,25.0,180.0,72.0,Uzbekistan,UZB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.49,-4.45,-1.03,0
265608,132903,Vasyl Yeremeiovych Yershov,M,26.0,184.0,112.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Javelin Throw,,3.85,37.36,1.12,0
265648,132918,Yussuf Moli Yesky,M,23.0,175.0,60.0,Chad,CHA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,,-4.68,-13.07,-2.3,0
265649,132918,Yussuf Moli Yesky,M,27.0,175.0,60.0,Chad,CHA,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 5,000 metres",,-5.32,-13.85,1.4,0
265650,132919,Wayne Yetman,M,29.0,172.0,64.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,,-8.15,-10.64,4.12,0
265684,132940,Viktor Aleksandrovich Yevsyukov,M,31.0,190.0,100.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,10.32,26.93,5.7,0
265685,132941,Yevgeny Yevsyukov,M,30.0,174.0,65.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 20 kilometres Walk,,-5.5,-7.07,5.14,0
265727,132959,William Oloonkishu Yiampoy,M,26.0,183.0,70.0,Kenya,KEN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,,1.51,-6.45,-0.03,0
265728,132960,Miruts Yifter,M,28.0,162.0,53.0,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",Bronze,-17.02,-19.84,2.77,1
265729,132960,Miruts Yifter,M,36.0,162.0,53.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 5,000 metres",Gold,-17.5,-19.07,11.14,1
265730,132960,Miruts Yifter,M,36.0,162.0,53.0,Ethiopia,ETH,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 10,000 metres",Gold,-17.5,-19.07,11.14,1
265865,133022,Martin Mikael Ylstalo,M,25.0,187.0,80.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,7.32,7.43,-0.3,0
265876,133029,"Thyadathuvilla Chandrapillai ""T. C."" Yohannan",M,29.0,174.0,62.0,India,IND,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Long Jump,,-6.15,-12.64,4.12,0
265886,133033,Saburo Yokomizo,M,24.0,162.0,55.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-16.55,-17.46,-1.3,0
265890,133037,Masato Yokota,M,24.0,177.0,63.0,Japan,JPN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,,-4.84,-13.87,-2.29,0
265908,133046,Manabu Yokoyama,M,26.0,181.0,77.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,-0.49,0.55,-0.03,0
265932,133053,Lon Yombe,M,20.0,176.0,70.0,Congo (Brazzaville),CGO,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,-2.55,-2.46,-5.3,0
265964,133065,Teruyasu Yonekura,M,25.0,178.0,66.0,Japan,JPN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Pole Vault,,-3.06,-9.31,-0.95,0
265966,133067,Shuichi Yoneshige,M,27.0,172.0,59.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",,-7.68,-14.07,1.7,0
265967,133067,Shuichi Yoneshige,M,27.0,172.0,59.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 10,000 metres",,-7.68,-14.07,1.7,0
266019,133088,Evgeni Yordanov Yotov,M,24.0,191.0,83.0,Bulgaria,BUL,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's High Jump,,12.45,10.54,-1.3,0
266089,133124,Masami Yoshida,M,26.0,179.0,90.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,,-0.19,18.38,1.28,0
266090,133124,Masami Yoshida,M,30.0,179.0,90.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,,-0.68,16.93,4.7,0
266091,133124,Masami Yoshida,M,34.0,179.0,90.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,-1.32,16.15,8.4,0
266092,133125,Masami Yoshida,M,18.0,182.0,67.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,3.45,-5.46,-7.3,0
266097,133129,Ryoichi Yoshida,M,19.0,175.0,70.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 400 metres Hurdles,,-4.19,-1.62,-5.72,0
266098,133129,Ryoichi Yoshida,M,19.0,175.0,70.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,,-4.19,-1.62,-5.72,0
266099,133129,Ryoichi Yoshida,M,23.0,175.0,70.0,Japan,JPN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,,-4.68,-3.07,-2.3,0
266107,133134,Takahisa Yoshida,M,30.0,180.0,67.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,,-1.49,-9.45,3.97,0
266163,133167,Ken Yoshizawa,M,26.0,180.0,71.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,,-1.62,-5.88,-0.17,0
266208,133189,Blair Young,M,29.0,194.0,83.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,,12.51,6.55,2.97,0
266209,133189,Blair Young,M,29.0,194.0,83.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,12.51,6.55,2.97,0
266220,133193,Curt Adones Young Lawson,M,22.0,193.0,86.0,Panama,PAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,,11.94,10.69,-3.95,0
266221,133193,Curt Adones Young Lawson,M,26.0,193.0,86.0,Panama,PAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,,11.51,9.55,-0.03,0
266237,133202,Earl Verdelle Young,M,19.0,190.0,79.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,11.53,6.56,-6.05,0
266238,133202,Earl Verdelle Young,M,19.0,190.0,79.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,11.53,6.56,-6.05,1
266241,133205,George L. Young,M,23.0,175.0,67.0,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-3.47,-5.44,-2.05,0
266242,133205,George L. Young,M,27.0,175.0,67.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-3.55,-5.46,1.7,0
266243,133205,George L. Young,M,31.0,175.0,67.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,,-4.07,-5.88,5.77,0
266244,133205,George L. Young,M,31.0,175.0,67.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze,-4.07,-5.88,5.77,1
266245,133205,George L. Young,M,35.0,175.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",,-4.02,-5.84,9.77,0
266254,133208,"Augustin ""Gus"" Young",M,22.0,173.0,74.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,-6.19,2.38,-2.72,0
266255,133208,"Augustin ""Gus"" Young",M,22.0,173.0,74.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,,-6.19,2.38,-2.72,0
266259,133211,Isiah Young,M,22.0,180.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 200 metres,,-1.84,2.13,-4.29,0
266261,133213,Jason Edwin Young,M,31.0,185.0,118.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Discus Throw,,3.16,41.13,4.71,0
266262,133214,Jerome Young,M,24.0,181.0,79.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,-0.49,2.55,-2.03,0
266269,133219,Kevin Curtis Young,M,22.0,194.0,82.0,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres Hurdles,,14.32,8.93,-3.3,0
266270,133219,Kevin Curtis Young,M,25.0,194.0,82.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Gold,13.68,8.15,-0.6,1
266273,133222,"Lawrence Dean ""Larry"" Young",M,25.0,178.0,67.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,Bronze,-1.07,-5.88,-0.23,1
266274,133222,"Lawrence Dean ""Larry"" Young",M,29.0,178.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 20 kilometres Walk,,-1.02,-5.84,3.77,0
266275,133222,"Lawrence Dean ""Larry"" Young",M,29.0,178.0,67.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 50 kilometres Walk,Bronze,-1.02,-5.84,3.77,1
266343,133246,Muhammad Younis,M,23.0,175.0,70.0,Pakistan,PAK,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 1,500 metres",,-4.02,-2.84,-2.23,0
266344,133246,Muhammad Younis,M,27.0,175.0,70.0,Pakistan,PAK,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 800 metres,,-5.15,-4.64,2.12,0
266353,133252,Abdalla Yousif,M,19.0,177.0,65.0,Sudan,SUD,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-3.9,-9.48,-7.61,0
266354,133253,Rabah Yousif,M,25.0,184.0,71.0,Sudan,SUD,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 400 metres,,2.16,-5.87,-1.29,0
266357,133255,Abdou Ibrahim Youssef,M,18.0,178.0,60.0,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 800 metres,,-3.49,-16.45,-8.03,0
266379,133266,Mohamed Ismail Youssef,M,21.0,175.0,75.0,Qatar,QAT,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,,-4.68,1.93,-4.3,0
266380,133266,Mohamed Ismail Youssef,M,24.0,175.0,75.0,Qatar,QAT,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,,-5.32,1.15,-1.6,0
266382,133268,Muhammad Youssef,M,26.0,179.0,70.0,Pakistan,PAK,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,,0.45,-2.46,0.7,0
266466,133293,Yu Chaohong,M,28.0,172.0,59.0,China,CHN,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 50 kilometres Walk,,-9.62,-17.88,1.83,0
266492,133311,Yu Guohui,M,19.0,181.0,70.0,China,CHN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,,-0.06,-5.31,-6.95,0
266493,133311,Yu Guohui,M,23.0,181.0,70.0,China,CHN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,,-0.49,-6.45,-3.03,0
266519,133327,Yu Jae-Seong,M,28.0,169.0,59.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-10.68,-14.07,2.7,0
266612,133370,Yu Tae-Gyeong,M,27.0,184.0,74.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 800 metres,,4.32,0.93,1.7,0
266613,133370,Yu Tae-Gyeong,M,27.0,184.0,74.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,4.32,0.93,1.7,0
266615,133372,Yu Wei,M,28.0,180.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,,-0.9,-19.48,1.39,0
266617,133374,Yu Wenge,M,26.0,188.0,110.0,China,CHN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Discus Throw,,7.68,36.15,0.4,0
266651,133391,Yu Zhicheng,M,21.0,187.0,75.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 110 metres Hurdles,,7.81,3.38,-3.72,0
266652,133391,Yu Zhicheng,M,25.0,187.0,75.0,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 110 metres Hurdles,,7.32,1.93,-0.3,0
266653,133392,Yu Zhuanghui,M,22.0,174.0,64.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,,-5.19,-7.62,-2.72,0
266654,133392,Yu Zhuanghui,M,22.0,174.0,64.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,,-5.19,-7.62,-2.72,0
266696,133414,John Yuda Msuri,M,25.0,168.0,47.0,Tanzania,TAN,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",,-13.62,-29.88,-1.17,0
266716,133430,Kiyoo Yui,M,21.0,173.0,65.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres Hurdles,,-5.55,-7.46,-4.3,0
266717,133430,Kiyoo Yui,M,25.0,173.0,65.0,Japan,JPN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres Hurdles,,-6.07,-7.88,-0.23,0
266803,133480,Yun Nam-Han,M,19.0,180.0,74.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,0.32,0.93,-6.3,0
266804,133480,Yun Nam-Han,M,19.0,180.0,74.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,0.32,0.93,-6.3,0
266818,133489,Yun Seung-Hyun,M,22.0,193.0,75.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,12.1,0.52,-4.61,0
266856,133512,Denys Serhiyovych Yurchenko,M,22.0,175.0,75.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,,-6.49,-1.45,-4.03,0
266857,133512,Denys Serhiyovych Yurchenko,M,26.0,175.0,75.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,,-6.62,-1.88,-0.17,0
266858,133512,Denys Serhiyovych Yurchenko,M,30.0,175.0,75.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Bronze,-6.57,-1.73,3.82,1
266859,133512,Denys Serhiyovych Yurchenko,M,34.0,175.0,75.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,,-6.84,-1.87,7.71,0
266868,133518,Mehmet Yurdadn,M,30.0,182.0,66.0,Turkey,TUR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,2.81,-5.62,5.28,0
266871,133521,Paolo Csar Yurivilca Caldern,M,20.0,169.0,62.0,Peru,PER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,,-11.9,-12.48,-6.61,0
266881,133525,Oleksandr Yurkov,M,25.0,183.0,84.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,,1.51,7.55,-1.03,0
266913,133543,Ivan Viktorovich Yushkov,M,23.0,193.0,115.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Shot Put,,11.38,38.12,-3.17,0
266914,133543,Ivan Viktorovich Yushkov,M,27.0,193.0,115.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,,11.43,38.27,0.82,0
266933,133553,Mohamed Yusuf,M,20.0,167.0,60.0,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-12.68,-13.07,-5.3,0
266997,133584,Sergey Zabavskiy,M,26.0,178.0,60.0,Tajikistan,TJK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,,-3.49,-16.45,-0.03,0
267091,133621,Thomas Michael Zacharias,M,20.0,185.0,76.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's High Jump,,5.93,3.12,-5.23,0
267095,133623,Allan Zachariasen,M,28.0,170.0,58.0,Denmark,DEN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-9.19,-13.62,3.28,0
267119,133637,Abdel Kader Zaddem,M,28.0,173.0,60.0,Tunisia,TUN,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",,-6.02,-12.84,2.77,0
267128,133643,Vadim Zadoinov,M,23.0,187.0,72.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,,6.68,-1.85,-2.6,0
267129,133643,Vadim Zadoinov,M,27.0,187.0,72.0,Moldova,MDA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,,5.94,-3.31,1.05,0
267130,133643,Vadim Zadoinov,M,31.0,187.0,72.0,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres Hurdles,,5.51,-4.45,4.97,0
267131,133644,Yehuda Zadok,M,25.0,173.0,65.0,Israel,ISR,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-6.19,-6.62,0.28,0
