,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height_div_avg,Weight_div_avg,Age_div_avg,MedalEarned
1480,824,Luke Kendall Adams,M,27.0,189.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,,7.38,-6.88,0.83,0
1481,824,Luke Kendall Adams,M,31.0,189.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 20 kilometres Walk,,7.43,-6.73,4.82,0
1482,824,Luke Kendall Adams,M,31.0,189.0,70.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 50 kilometres Walk,,7.43,-6.73,4.82,0
1483,824,Luke Kendall Adams,M,35.0,189.0,70.0,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 50 kilometres Walk,,7.16,-6.87,8.71,0
1486,826,Lyukman Rasakovich Adams,M,23.0,194.0,87.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Triple Jump,,12.16,10.13,-3.29,0
1520,841,Walter Adams,M,23.0,172.0,67.0,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 800 metres,,-7.07,-5.88,-2.23,0
1521,841,Walter Adams,M,27.0,172.0,67.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 800 metres,,-7.02,-5.84,1.77,0
1539,854,Derrick Adamson,M,26.0,177.0,72.0,Jamaica,JAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-2.19,0.38,1.28,0
1540,854,Derrick Adamson,M,30.0,177.0,72.0,Jamaica,JAM,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-2.68,-1.07,4.7,0
1547,860,Dariusz Adamus,M,23.0,185.0,94.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,5.5,21.93,-1.86,0
1548,861,Jos Carlos Adn Arias,M,25.0,166.0,57.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,"Athletics Men's 10,000 metres",,-14.32,-16.85,-0.6,0
1550,863,Aboukar Hassan Adani,M,20.0,165.0,59.0,Somalia,SOM,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",,-14.68,-14.07,-5.3,0
1551,863,Aboukar Hassan Adani,M,28.0,165.0,59.0,Somalia,SOM,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 5,000 metres",,-16.06,-16.31,2.05,0
1561,870,"William Arthur ""Bill"" Adcocks",M,26.0,168.0,55.0,Great Britain,GBR,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,,-11.07,-17.88,0.77,0
1575,878,Hamida Addche,M,28.0,164.0,56.0,France,FRA,1960 Summer,1960,Summer,Roma,Athletics,"Athletics Men's 10,000 metres",,-14.47,-16.44,2.95,0
1585,886,Ebenezer Charles O. Addy,M,23.0,178.0,70.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,-0.55,-2.46,-2.3,0
1586,887,James Aryee Addy,M,20.0,183.0,75.0,Ghana,GHA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 400 metres Relay,,4.53,2.56,-5.05,0
1587,887,James Aryee Addy,M,24.0,183.0,75.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,,4.45,2.54,-1.3,0
1588,887,James Aryee Addy,M,24.0,183.0,75.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 400 metres Relay,,4.45,2.54,-1.3,0
1589,887,James Aryee Addy,M,28.0,183.0,75.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 200 metres,,3.93,2.12,2.77,0
1590,887,James Aryee Addy,M,28.0,183.0,75.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,3.93,2.12,2.77,0
1591,887,James Aryee Addy,M,32.0,183.0,75.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 200 metres,,3.98,2.16,6.77,0
1592,887,James Aryee Addy,M,32.0,183.0,75.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 100 metres Relay,,3.98,2.16,6.77,0
1593,888,Jangy McKinley Addy,M,23.0,188.0,88.0,Liberia,LBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,,6.43,11.27,-3.18,0
1594,888,Jangy McKinley Addy,M,27.0,188.0,88.0,Liberia,LBR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,,6.16,11.13,0.71,0
1618,897,Lawrence Adegbeingbe,M,27.0,181.0,66.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,1.81,-5.62,2.28,0
1619,898,"Stephen Adebisi Gbadegesin ""Steve"" Adegbite",M,24.0,186.0,77.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 110 metres Hurdles,,4.94,1.69,-1.95,0
1647,915,Abrar Osman Adem,M,18.0,168.0,58.0,Eritrea,ERI,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",,-13.84,-18.87,-8.29,0
1648,915,Abrar Osman Adem,M,22.0,168.0,58.0,Eritrea,ERI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,-12.9,-16.48,-4.61,0
1653,919,Hoche Yaya Aden,M,21.0,180.0,47.0,Djibouti,DJI,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0.32,-26.07,-4.3,0
1654,920,Ibrahim Mohamed Aden Gedi,M,23.0,178.0,75.0,Somalia,SOM,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,,-3.06,-0.31,-2.95,0
1655,920,Ibrahim Mohamed Aden Gedi,M,27.0,178.0,75.0,Somalia,SOM,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 1,500 metres",,-3.49,-1.45,0.97,0
1656,921,Jama Awil Aden,M,23.0,176.0,69.0,Somalia,SOM,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Marathon,,-3.02,-3.84,-2.23,0
1657,922,Jama Mohamed Aden,M,21.0,180.0,68.0,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 800 metres,,0.81,-3.62,-3.72,0
1658,922,Jama Mohamed Aden,M,21.0,180.0,68.0,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,0.81,-3.62,-3.72,0
1659,922,Jama Mohamed Aden,M,26.0,180.0,68.0,Somalia,SOM,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",,0.32,-5.07,0.7,0
1660,923,Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,6.32,4.93,-6.3,0
1661,923,Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,6.32,4.93,-6.3,0
1662,923,Olapade Charles Adeniken,M,19.0,186.0,78.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,6.32,4.93,-6.3,0
1663,923,Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,5.68,4.15,-3.6,0
1664,923,Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 200 metres,,5.68,4.15,-3.6,0
1665,923,Olapade Charles Adeniken,M,22.0,186.0,78.0,Nigeria,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,5.68,4.15,-3.6,1
1666,923,Olapade Charles Adeniken,M,26.0,186.0,78.0,Nigeria,NGR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,4.94,2.69,0.05,0
1670,926,Esau Adenji,M,24.0,177.0,70.0,Cameroon,CMR,1968 Summer,1968,Summer,Mexico City,Athletics,"Athletics Men's 5,000 metres",,-2.07,-2.88,-1.23,0
1671,926,Esau Adenji,M,28.0,177.0,70.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",,-2.02,-2.84,2.77,0
1672,926,Esau Adenji,M,28.0,177.0,70.0,Cameroon,CMR,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 3,000 metres Steeplechase",,-2.02,-2.84,2.77,0
1684,936,Isiaq Adeyanju,M,24.0,162.0,65.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,,-17.19,-6.62,-0.72,0
1685,936,Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,-17.68,-8.07,2.7,0
1686,936,Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,-17.68,-8.07,2.7,0
1687,936,Isiaq Adeyanju,M,28.0,162.0,65.0,Nigeria,NGR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-17.68,-8.07,2.7,0
1699,946,Adel Mohamed Adili,M,21.0,176.0,65.0,Libya,LBA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,-5.06,-10.31,-4.95,0
1700,946,Adel Mohamed Adili,M,26.0,176.0,65.0,Libya,LBA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,,-5.49,-11.45,-0.03,0
1704,948,Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 100 metres,,5.5,-9.07,-3.86,0
1705,948,Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,,5.5,-9.07,-3.86,0
1706,948,Hammed Adio,M,21.0,185.0,63.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,5.5,-9.07,-3.86,0
1726,961,"Bradley Don ""Brad"" Adkins",M,22.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,,7.1,5.52,-4.61,0
1728,963,Derrick Ralph Adkins,M,26.0,188.0,80.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 400 metres Hurdles,Gold,6.94,4.69,0.05,1
1787,989,Gadi Ado,M,20.0,173.0,61.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 400 metres,,-5.47,-11.44,-5.05,0
1788,989,Gadi Ado,M,20.0,173.0,61.0,Uganda,UGA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 4 x 100 metres Relay,,-5.47,-11.44,-5.05,0
1790,991,Christopher Silas Adolf,M,24.0,168.0,59.0,Palau,PLW,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,,-13.49,-17.45,-2.03,0
1809,1002,Daniel Adomako,M,20.0,170.0,69.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,,-11.49,-7.45,-6.03,0
1832,1014,Martin Natchaba Adouna,M,28.0,167.0,68.0,Togo,TOG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,-12.02,-4.84,2.77,0
1935,1069,Nikolay Konstantinovich Afanasyev,M,30.0,187.0,80.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,,5.94,4.69,4.05,0
1971,1089,Vladimir Afonin,M,24.0,189.0,67.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 5,000 metres",,9.98,-5.84,-1.23,0
1994,1103,Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,4.32,-4.07,-4.3,0
1995,1103,Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,4.32,-4.07,-4.3,0
1996,1103,Muhammad Afzal,M,21.0,184.0,69.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,4.32,-4.07,-4.3,0
2024,1117,Gennady Mikhaylovich Agapov,M,30.0,181.0,76.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 50 kilometres Walk,,2.45,3.54,4.7,0
2025,1117,Gennady Mikhaylovich Agapov,M,34.0,181.0,76.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 50 kilometres Walk,,1.93,3.12,8.77,0
2029,1120,"Steven Kirwan ""Steve"" Agar",M,28.0,182.0,72.0,Dominica,DMA,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 1,500 metres",,0.94,-3.31,2.05,0
2033,1123,Arthure Agathine,M,19.0,180.0,72.0,Seychelles,SEY,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Triple Jump,,0.5,-0.07,-5.86,0
2041,1128,Gladstone Agbamu,M,27.0,179.0,74.0,Nigeria,NGR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres Hurdles,,-0.02,1.16,1.77,0
2043,1130,Ajayi Agbebaku,M,29.0,185.0,80.0,Nigeria,NGR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Triple Jump,,5.81,8.38,4.28,0
2049,1135,Francis Agbo,M,22.0,184.0,66.0,France,FRA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's High Jump,,4.5,-6.07,-2.86,0
2073,1152,Khoudir Aggoune,M,23.0,175.0,66.0,Algeria,ALG,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",,-6.62,-10.88,-3.17,0
2088,1162,Levon Aghasyan,M,21.0,193.0,75.0,Armenia,ARM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,,12.1,0.52,-5.61,0
2125,1180,Marc Agosta,M,36.0,173.0,60.0,Luxembourg,LUX,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-6.19,-11.62,11.28,0
2129,1182,Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,-5.68,-9.07,-2.3,0
2130,1182,Pedro Emanuel Costa Agostinho,M,23.0,174.0,64.0,Portugal,POR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 100 metres Relay,,-5.68,-9.07,-2.3,0
2131,1182,Pedro Emanuel Costa Agostinho,M,27.0,174.0,64.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,-6.32,-9.85,1.4,0
2176,1214,Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 100 metres,,-1.06,-3.31,-1.95,0
2177,1214,Eric Agueh,M,24.0,180.0,72.0,Benin,BEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,-1.06,-3.31,-1.95,0
2205,1227,Rubn Humberto Aguiar,M,28.0,167.0,64.0,Argentina,ARG,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-12.19,-7.62,3.28,0
2212,1233,Alberto Martn Aguilar Surez,M,27.0,194.0,80.0,Venezuela,VEN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,,12.16,3.13,0.71,0
2248,1245,Fernando Aguilar Camacho,M,26.0,178.0,64.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 5,000 metres",,-0.55,-8.46,0.7,0
2249,1245,Fernando Aguilar Camacho,M,26.0,178.0,64.0,Spain,ESP,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",,-0.55,-8.46,0.7,0
2250,1246,Florencio Aguilar Mejia,M,24.0,168.0,62.0,Panama,PAN,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,,-11.19,-9.62,-0.72,0
2251,1246,Florencio Aguilar Mejia,M,32.0,168.0,62.0,Panama,PAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,,-12.32,-11.85,6.4,0
2271,1258,Michael Aguilar,M,24.0,178.0,77.0,Belize,BIZ,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres Hurdles,,-3.62,0.12,-2.17,0
2274,1260,Domingo Omar Aguilar Cardenas,M,24.0,171.0,62.0,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",,-8.19,-9.62,-0.72,0
2275,1260,Domingo Omar Aguilar Cardenas,M,24.0,171.0,62.0,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 10,000 metres",,-8.19,-9.62,-0.72,0
2276,1260,Domingo Omar Aguilar Cardenas,M,24.0,171.0,62.0,Chile,CHI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Marathon,,-8.19,-9.62,-0.72,0
2277,1260,Domingo Omar Aguilar Cardenas,M,28.0,171.0,62.0,Chile,CHI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,,-8.68,-11.07,2.7,0
2288,1270,Jorge Luis Aguilera Ruiz,M,26.0,172.0,64.0,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,-8.32,-9.85,0.4,1
2304,1282,Gustavo Hernando Aguirre,M,23.0,185.0,75.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 400 metres,,3.51,-1.45,-3.03,0
2323,1294,William Duilio Aguirre Villavicencio,M,29.0,173.0,65.0,Nicaragua,NCA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,,-7.32,-8.85,3.4,0
2324,1294,William Duilio Aguirre Villavicencio,M,33.0,173.0,65.0,Nicaragua,NCA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,-8.06,-10.31,7.05,0
2337,1306,Lameck Aguta Orero,M,24.0,173.0,59.0,Kenya,KEN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,-8.06,-16.31,-1.95,0
2338,1307,Albert Agyemang,M,18.0,169.0,70.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 200 metres,,-12.06,-5.31,-7.95,0
2339,1307,Albert Agyemang,M,18.0,169.0,70.0,Ghana,GHA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,,-12.06,-5.31,-7.95,0
2340,1307,Albert Agyemang,M,22.0,169.0,70.0,Ghana,GHA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,-12.49,-6.45,-4.03,0
2342,1309,Francis Keita Agyepong,M,27.0,179.0,73.0,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,,-1.32,-0.85,1.4,0
2343,1309,Francis Keita Agyepong,M,31.0,179.0,73.0,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Triple Jump,,-2.06,-2.31,5.05,0
2346,1311,"Nicholas Mark ""Nick"" A'Hern",M,23.0,169.0,61.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 20 kilometres Walk,,-11.32,-12.85,-2.6,0
2347,1311,"Nicholas Mark ""Nick"" A'Hern",M,27.0,169.0,61.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 20 kilometres Walk,,-12.06,-14.31,1.05,0
2348,1311,"Nicholas Mark ""Nick"" A'Hern",M,31.0,169.0,61.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,,-12.49,-15.45,4.97,0
2371,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 100 metres,,17.45,-0.46,-1.3,0
2372,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,,17.45,-0.46,-1.3,0
2373,1326,"Michael Kofi ""Mike"" Ahey",M,24.0,196.0,72.0,Ghana,GHA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,,17.45,-0.46,-1.3,0
2374,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 100 metres,,16.93,-0.88,2.77,0
2375,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 4 x 100 metres Relay,,16.93,-0.88,2.77,0
2376,1326,"Michael Kofi ""Mike"" Ahey",M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Long Jump,,16.93,-0.88,2.77,0
2377,1326,"Michael Kofi ""Mike"" Ahey",M,32.0,196.0,72.0,Ghana,GHA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Long Jump,,16.98,-0.84,6.77,0
2445,1368,Bashir Ahmad,M,21.0,175.0,65.0,Pakistan,PAK,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 4 x 400 metres Relay,,-4.68,-8.07,-4.3,0
2448,1371,Maqsood Ahmad,M,23.0,178.0,60.0,Pakistan,PAK,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 200 metres,,-3.49,-16.45,-3.03,0
2450,1373,Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 100 metres,,-5.15,-7.64,-5.88,0
2451,1373,Ramli Ahmad,M,19.0,175.0,67.0,Malaysia,MAS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 200 metres,,-5.15,-7.64,-5.88,0
2472,1384,Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 200 metres,,1.32,-0.07,0.7,0
2473,1384,Abdullah Ali Ahmed,M,26.0,181.0,73.0,Libya,LBA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 400 metres,,1.32,-0.07,0.7,0
2479,1390,Azneem Ahmed,M,23.0,169.0,65.0,Maldives,MDV,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 100 metres,,-12.84,-11.87,-3.29,0
2497,1405,Mohammed Ahmed,M,21.0,182.0,56.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",,0.16,-20.87,-5.29,0
2498,1405,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",,1.1,-18.48,-1.61,0
2499,1405,Mohammed Ahmed,M,25.0,182.0,56.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",,1.1,-18.48,-1.61,0
2518,1420,Ehab Fuad Ahmed Nagi,M,20.0,175.0,65.0,South Yemen,YMD,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 100 metres,,-4.68,-8.07,-5.3,0
2534,1426,Aimo Antero Aho,M,29.0,186.0,91.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Javelin Throw,,6.5,19.43,4.14,0
2548,1434,Kouame Calixte Aholou,M,21.0,174.0,65.0,Togo,TOG,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,,-6.32,-8.85,-4.6,0
2575,1441,Erich Ahrendt,M,27.0,174.0,81.0,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Javelin Throw,,-4.47,8.56,1.95,0
2627,1474,Chrif Baba Aidara,M,24.0,177.0,70.0,Mauritania,MTN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 800 metres,,-3.32,-3.85,-1.6,0
2628,1474,Chrif Baba Aidara,M,28.0,177.0,70.0,Mauritania,MTN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 800 metres,,-4.06,-5.31,2.05,0
2630,1476,Mehdi Aidet,M,26.0,172.0,65.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 800 metres,,-7.5,-7.07,1.14,0
2631,1476,Mehdi Aidet,M,26.0,172.0,65.0,Algeria,ALG,1980 Summer,1980,Summer,Moskva,Athletics,"Athletics Men's 1,500 metres",,-7.5,-7.07,1.14,0
2632,1476,Mehdi Aidet,M,30.0,172.0,65.0,Algeria,ALG,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 1,500 metres",,-7.19,-6.62,5.28,0
2673,1488,Harry Leslie Aikines-Aryeetey,M,27.0,180.0,87.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,,-0.9,12.52,0.39,0
2676,1491,Alessandro Aimar,M,25.0,178.0,68.0,Italy,ITA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,,-2.32,-5.85,-0.6,0
2677,1491,Alessandro Aimar,M,29.0,178.0,68.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,,-3.06,-7.31,3.05,0
2711,1511,Michael Christopher Aish,M,24.0,175.0,60.0,New Zealand,NZL,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 10,000 metres",,-6.49,-16.45,-2.03,0
2712,1511,Michael Christopher Aish,M,28.0,175.0,60.0,New Zealand,NZL,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",,-6.62,-16.88,1.83,0
2716,1513,Nicolas Assat,M,24.0,175.0,61.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 800 metres,,-6.62,-15.88,-2.17,0
2810,1561,Mobolade Abimbola Ajomale,M,20.0,180.0,62.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,-0.9,-12.48,-6.61,1
2822,1568,William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 400 metres,,7.5,-14.07,-7.86,0
2823,1568,William Michael Jeffrey Akabi-Davis,M,17.0,187.0,58.0,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,7.5,-14.07,-7.86,0
